replace_type,top_fraction,embedding_dim,hidden_dim,context_window,replace_frac,loss
False,0.01,128,64,1,0.1,5.294966384231975
False,0.01,128,64,1,0.05,5.294966384231975
False,0.01,128,64,1,0.01,5.294966384231975
True,0.05,128,64,6,0.1,4.608709095524024
True,0.05,128,64,6,0.05,4.811847405428116
True,0.05,128,64,6,0.01,5.064473831695131
True,0.05,128,64,3,0.1,4.688179801980793
True,0.05,128,64,3,0.05,4.823242664890976
True,0.05,128,64,3,0.01,4.952791018491562
True,0.05,128,64,1,0.1,4.754820737827669
True,0.05,128,64,1,0.05,4.959925281599977
True,0.05,128,64,1,0.01,5.166335437632881
False,0.05,128,64,6,0.1,4.783228375770489
False,0.05,128,64,6,0.05,4.783228375770489
False,0.05,128,64,6,0.01,4.922929658014739
False,0.05,128,64,3,0.1,4.725234403289015
False,0.05,128,64,3,0.05,4.725234403289015
False,0.05,128,64,3,0.01,4.836971244745554
False,0.05,128,64,1,0.1,4.945843830618155
False,0.05,128,64,1,0.05,4.945843830618155
False,0.05,128,64,1,0.01,5.058488115339467
True,0.1,128,64,6,0.1,4.585403022588892
True,0.1,128,64,6,0.05,4.793768048147983
True,0.1,128,64,6,0.01,5.073808776930788
True,0.1,128,64,3,0.1,4.6878525094841965
True,0.1,128,64,3,0.05,4.814402884861041
True,0.1,128,64,3,0.01,4.9566810931339775
True,0.1,128,64,1,0.1,4.756753658999134
True,0.1,128,64,1,0.05,4.923809204921213
True,0.1,128,64,1,0.01,5.17432341869146
False,0.1,128,64,6,0.1,4.561178932898828
False,0.1,128,64,6,0.05,4.561178932898828
False,0.1,128,64,6,0.01,4.9184880389569114
False,0.1,128,64,3,0.1,4.580160419561583
False,0.1,128,64,3,0.05,4.580160419561583
False,0.1,128,64,3,0.01,4.831036811367837
False,0.1,128,64,1,0.1,4.753207676917419
False,0.1,128,64,1,0.05,4.753207676917419
False,0.1,128,64,1,0.01,5.0608479564059765
True,0.01,128,128,6,0.1,4.714243834580833
True,0.01,128,128,6,0.05,4.774164763061842
True,0.01,128,128,6,0.01,4.854207664139733
True,0.01,128,128,3,0.1,4.754610481439428
True,0.01,128,128,3,0.05,4.767215975208703
True,0.01,128,128,3,0.01,4.833054544756775
True,0.01,128,128,1,0.1,4.606774307432628
True,0.01,128,128,1,0.05,4.663314512520856
True,0.01,128,128,1,0.01,4.798614159139883
False,0.01,128,128,6,0.1,4.840679935185059
False,0.01,128,128,6,0.05,4.840679935185059
False,0.01,128,128,6,0.01,4.840679935185059
False,0.01,128,128,3,0.1,4.847164077625873
False,0.01,128,128,3,0.05,4.847164077625873
False,0.01,128,128,3,0.01,4.847164077625873
False,0.01,128,128,1,0.1,4.807857604807678
False,0.01,128,128,1,0.05,4.807857604807678
False,0.01,128,128,1,0.01,4.807857604807678
True,0.05,128,128,6,0.1,4.4102422268963855
True,0.05,128,128,6,0.05,4.565802002617707
True,0.05,128,128,6,0.01,4.757949619204602
True,0.05,128,128,3,0.1,4.428384232050312
True,0.05,128,128,3,0.05,4.588638767548139
True,0.05,128,128,3,0.01,4.728786436384425
True,0.05,128,128,1,0.1,4.42735143710235
True,0.05,128,128,1,0.05,4.565573536698965
True,0.05,128,128,1,0.01,4.707309636504808
False,0.05,128,128,6,0.1,4.445327163988705
False,0.05,128,128,6,0.05,4.445327163988705
False,0.05,128,128,6,0.01,4.5671932240396425
False,0.05,128,128,3,0.1,4.46448054850863
False,0.05,128,128,3,0.05,4.46448054850863
False,0.05,128,128,3,0.01,4.5699688023114176
False,0.05,128,128,1,0.1,4.474771543939216
False,0.05,128,128,1,0.05,4.474771543939216
False,0.05,128,128,1,0.01,4.570724849501553
True,0.1,128,128,6,0.1,4.373238867029773
True,0.1,128,128,6,0.05,4.538814941211306
True,0.1,128,128,6,0.01,4.741996057357523
True,0.1,128,128,3,0.1,4.440559788724964
True,0.1,128,128,3,0.05,4.5628458343178
True,0.1,128,128,3,0.01,4.734083712862482
True,0.1,128,128,1,0.1,4.423360083022876
True,0.1,128,128,1,0.05,4.542430300053542
True,0.1,128,128,1,0.01,4.726748439354625
False,0.1,128,128,6,0.1,4.269299109499906
False,0.1,128,128,6,0.05,4.269299109499906
False,0.1,128,128,6,0.01,4.559191330523164
False,0.1,128,128,3,0.1,4.331128539662466
False,0.1,128,128,3,0.05,4.331128539662466
False,0.1,128,128,3,0.01,4.5675714046420675
False,0.1,128,128,1,0.1,4.3522073056778146
False,0.1,128,128,1,0.05,4.3522073056778146
False,0.1,128,128,1,0.01,4.56991364703915
True,0.01,128,256,6,0.1,4.564307911193883
True,0.01,128,256,6,0.05,4.591405832532114
True,0.01,128,256,6,0.01,4.6836864181235
True,0.01,128,256,3,0.1,4.5375225092614295
True,0.01,128,256,3,0.05,4.562988533790934
True,0.01,128,256,3,0.01,4.57110956570828
True,0.01,128,256,1,0.1,4.493392741638609
True,0.01,128,256,1,0.05,4.503622824860505
True,0.01,128,256,1,0.01,4.547643005778704
False,0.01,128,256,6,0.1,4.585767755940401
False,0.01,128,256,6,0.05,4.585767755940401
False,0.01,128,256,6,0.01,4.585767755940401
False,0.01,128,256,3,0.1,4.522024145802001
False,0.01,128,256,3,0.05,4.522024145802001
False,0.01,128,256,3,0.01,4.522024145802001
False,0.01,128,256,1,0.1,4.512628764640994
False,0.01,128,256,1,0.05,4.512628764640994
False,0.01,128,256,1,0.01,4.512628764640994
True,0.05,128,256,6,0.1,4.272432462955878
True,0.05,128,256,6,0.05,4.39705612213631
True,0.05,128,256,6,0.01,4.550393375923963
True,0.05,128,256,3,0.1,4.26259496347691
True,0.05,128,256,3,0.05,4.386597192522817
True,0.05,128,256,3,0.01,4.469014458540009
True,0.05,128,256,1,0.1,4.314620593422104
True,0.05,128,256,1,0.05,4.408334806821072
True,0.05,128,256,1,0.01,4.470511327360288
False,0.05,128,256,6,0.1,4.210635754566436
False,0.05,128,256,6,0.05,4.210635754566436
False,0.05,128,256,6,0.01,4.309095078644437
False,0.05,128,256,3,0.1,4.206425611427298
False,0.05,128,256,3,0.05,4.206425611427298
False,0.05,128,256,3,0.01,4.297694105442947
False,0.05,128,256,1,0.1,4.224153774540599
False,0.05,128,256,1,0.05,4.224153774540599
False,0.05,128,256,1,0.01,4.307121524412042
True,0.1,128,256,6,0.1,4.2193398564257825
True,0.1,128,256,6,0.05,4.364557112273992
True,0.1,128,256,6,0.01,4.530854705318757
True,0.1,128,256,3,0.1,4.254595814681634
True,0.1,128,256,3,0.05,4.351631571606892
True,0.1,128,256,3,0.01,4.471725789512076
True,0.1,128,256,1,0.1,4.306766866114636
True,0.1,128,256,1,0.05,4.37984039171509
True,0.1,128,256,1,0.01,4.492769946896933
False,0.1,128,256,6,0.1,4.083263192304197
False,0.1,128,256,6,0.05,4.083263192304197
False,0.1,128,256,6,0.01,4.302851234994283
False,0.1,128,256,3,0.1,4.102175418508177
False,0.1,128,256,3,0.05,4.102175418508177
False,0.1,128,256,3,0.01,4.287746605557432
False,0.1,128,256,1,0.1,4.127207924403103
False,0.1,128,256,1,0.05,4.127207924403103
False,0.1,128,256,1,0.01,4.305225264319975
True,0.01,256,64,6,0.1,4.851674112016454
True,0.01,256,64,6,0.05,4.8862369484187
True,0.01,256,64,6,0.01,4.847747303744503
True,0.01,256,64,3,0.1,4.9593144022490785
True,0.01,256,64,3,0.05,4.966237199431097
True,0.01,256,64,3,0.01,4.867565985202235
True,0.01,256,64,1,0.1,4.851939899165456
True,0.01,256,64,1,0.05,4.932821916786221
True,0.01,256,64,1,0.01,5.134776011299727
False,0.01,256,64,6,0.1,4.8570606583917595
False,0.01,256,64,6,0.05,4.8570606583917595
False,0.01,256,64,6,0.01,4.8570606583917595
False,0.01,256,64,3,0.1,4.847425661851305
False,0.01,256,64,3,0.05,4.847425661851305
False,0.01,256,64,3,0.01,4.847425661851305
False,0.01,256,64,1,0.1,5.103647908821062
False,0.01,256,64,1,0.05,5.103647908821062
False,0.01,256,64,1,0.01,5.103647908821062
True,0.05,256,64,6,0.1,4.502974706798203
True,0.05,256,64,6,0.05,4.635797230901065
True,0.05,256,64,6,0.01,4.753945739980913
True,0.05,256,64,3,0.1,4.583035654030334
True,0.05,256,64,3,0.05,4.722564304608778
True,0.05,256,64,3,0.01,4.788377857651306
True,0.05,256,64,1,0.1,4.688058297670123
True,0.05,256,64,1,0.05,4.860830625452093
True,0.05,256,64,1,0.01,5.048317406927944
False,0.05,256,64,6,0.1,4.473337049960536
False,0.05,256,64,6,0.05,4.473337049960536
False,0.05,256,64,6,0.01,4.587536214259167
False,0.05,256,64,3,0.1,4.530490873028869
False,0.05,256,64,3,0.05,4.530490873028869
False,0.05,256,64,3,0.01,4.614386124893348
False,0.05,256,64,1,0.1,4.741918780939366
False,0.05,256,64,1,0.05,4.741918780939366
False,0.05,256,64,1,0.01,4.851791039576514
True,0.1,256,64,6,0.1,4.498662276827361
True,0.1,256,64,6,0.05,4.632401743278548
True,0.1,256,64,6,0.01,4.757504017372441
True,0.1,256,64,3,0.1,4.599061053250586
True,0.1,256,64,3,0.05,4.6951068081783776
True,0.1,256,64,3,0.01,4.770741651005585
True,0.1,256,64,1,0.1,4.699065889630999
True,0.1,256,64,1,0.05,4.8251684357203395
True,0.1,256,64,1,0.01,5.047166785019754
False,0.1,256,64,6,0.1,4.34169922030069
False,0.1,256,64,6,0.05,4.34169922030069
False,0.1,256,64,6,0.01,4.595663802272075
False,0.1,256,64,3,0.1,4.44051996368426
False,0.1,256,64,3,0.05,4.44051996368426
False,0.1,256,64,3,0.01,4.60555298680074
False,0.1,256,64,1,0.1,4.59644832954451
False,0.1,256,64,1,0.05,4.59644832954451
False,0.1,256,64,1,0.01,4.870495111130948
True,0.01,256,128,6,0.1,4.685001940954299
True,0.01,256,128,6,0.05,4.737652618018315
True,0.01,256,128,6,0.01,4.670273611908313
True,0.01,256,128,3,0.1,4.750421599920895
True,0.01,256,128,3,0.05,4.775618799610559
True,0.01,256,128,3,0.01,4.724654249751747
True,0.01,256,128,1,0.1,4.506622218088821
True,0.01,256,128,1,0.05,4.545345954363355
True,0.01,256,128,1,0.01,4.678835615740698
False,0.01,256,128,6,0.1,4.587463882326665
False,0.01,256,128,6,0.05,4.587463882326665
False,0.01,256,128,6,0.01,4.587463882326665
False,0.01,256,128,3,0.1,4.6045918608653285
False,0.01,256,128,3,0.05,4.6045918608653285
False,0.01,256,128,3,0.01,4.6045918608653285
False,0.01,256,128,1,0.1,4.629292064981317
False,0.01,256,128,1,0.05,4.629292064981317
False,0.01,256,128,1,0.01,4.629292064981317
True,0.05,256,128,6,0.1,4.338104566492132
True,0.05,256,128,6,0.05,4.483980574258944
True,0.05,256,128,6,0.01,4.54509669258481
True,0.05,256,128,3,0.1,4.405972328474021
True,0.05,256,128,3,0.05,4.542745687681901
True,0.05,256,128,3,0.01,4.604079369468556
True,0.05,256,128,1,0.1,4.374595640982208
True,0.05,256,128,1,0.05,4.475718479400174
True,0.05,256,128,1,0.01,4.610015394518738
False,0.05,256,128,6,0.1,4.200867481763354
False,0.05,256,128,6,0.05,4.200867481763354
False,0.05,256,128,6,0.01,4.311599621789381
False,0.05,256,128,3,0.1,4.302280307508373
False,0.05,256,128,3,0.05,4.302280307508373
False,0.05,256,128,3,0.01,4.3762639646053865
False,0.05,256,128,1,0.1,4.302271986395363
False,0.05,256,128,1,0.05,4.302271986395363
False,0.05,256,128,1,0.01,4.401346604306246
True,0.1,256,128,6,0.1,4.314522585940832
True,0.1,256,128,6,0.05,4.408486828156049
True,0.1,256,128,6,0.01,4.532639479111019
True,0.1,256,128,3,0.1,4.393302336525557
True,0.1,256,128,3,0.05,4.485147641234005
True,0.1,256,128,3,0.01,4.59990668546032
True,0.1,256,128,1,0.1,4.348169707808899
True,0.1,256,128,1,0.05,4.443099951771771
True,0.1,256,128,1,0.01,4.5977913959516465
False,0.1,256,128,6,0.1,4.089720406460291
False,0.1,256,128,6,0.05,4.089720406460291
False,0.1,256,128,6,0.01,4.31621123246338
False,0.1,256,128,3,0.1,4.198878835441066
False,0.1,256,128,3,0.05,4.198878835441066
False,0.1,256,128,3,0.01,4.364586167219208
False,0.1,256,128,1,0.1,4.194469232592433
False,0.1,256,128,1,0.05,4.194469232592433
False,0.1,256,128,1,0.01,4.404814938358037
True,0.01,256,256,6,0.1,4.517409397749951
True,0.01,256,256,6,0.05,4.540581244624866
True,0.01,256,256,6,0.01,4.479928022754594
True,0.01,256,256,3,0.1,4.543108217392233
True,0.01,256,256,3,0.05,4.5561091470663
True,0.01,256,256,3,0.01,4.5274813288734075
True,0.01,256,256,1,0.1,4.465654232499214
True,0.01,256,256,1,0.05,4.467992240405111
True,0.01,256,256,1,0.01,4.47913879523017
False,0.01,256,256,6,0.1,4.284245785105104
False,0.01,256,256,6,0.05,4.284245785105104
False,0.01,256,256,6,0.01,4.284245785105104
False,0.01,256,256,3,0.1,4.335545332174268
False,0.01,256,256,3,0.05,4.335545332174268
False,0.01,256,256,3,0.01,4.335545332174268
False,0.01,256,256,1,0.1,4.389967906212004
False,0.01,256,256,1,0.05,4.389967906212004
False,0.01,256,256,1,0.01,4.389967906212004
True,0.05,256,256,6,0.1,4.178693506637378
True,0.05,256,256,6,0.05,4.242983957616294
True,0.05,256,256,6,0.01,4.323795233869387
True,0.05,256,256,3,0.1,4.241522397452254
True,0.05,256,256,3,0.05,4.33808510201041
True,0.05,256,256,3,0.01,4.375500131290272
True,0.05,256,256,1,0.1,4.286194238651643
True,0.05,256,256,1,0.05,4.35320276831916
True,0.05,256,256,1,0.01,4.397261851063727
False,0.05,256,256,6,0.1,3.9756779964238786
False,0.05,256,256,6,0.05,3.9756779964238786
False,0.05,256,256,6,0.01,4.029597097988328
False,0.05,256,256,3,0.1,4.05580713690781
False,0.05,256,256,3,0.05,4.05580713690781
False,0.05,256,256,3,0.01,4.122484822998755
False,0.05,256,256,1,0.1,4.106893791969645
False,0.05,256,256,1,0.05,4.106893791969645
False,0.05,256,256,1,0.01,4.1743172236851285
True,0.1,256,256,6,0.1,4.126681923174
True,0.1,256,256,6,0.05,4.197189380898293
True,0.1,256,256,6,0.01,4.3145241969969215
True,0.1,256,256,3,0.1,4.236664481833144
True,0.1,256,256,3,0.05,4.297217405631567
True,0.1,256,256,3,0.01,4.36519490495653
True,0.1,256,256,1,0.1,4.272510650958195
True,0.1,256,256,1,0.05,4.319359363994532
True,0.1,256,256,1,0.01,4.380008245040592
False,0.1,256,256,6,0.1,3.859725166280926
False,0.1,256,256,6,0.05,3.859725166280926
False,0.1,256,256,6,0.01,4.01924724224414
False,0.1,256,256,3,0.1,3.9638713311650613
False,0.1,256,256,3,0.05,3.9638713311650613
False,0.1,256,256,3,0.01,4.106702758044731
False,0.1,256,256,1,0.1,4.018779772360842
False,0.1,256,256,1,0.05,4.018779772360842
False,0.1,256,256,1,0.01,4.168238243851789
